F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Class
10.39,15.65,25.22,-6.25,41,2.52,2.88,-1.56,-21.24,2,28.68,-237.52,-0.12,0.88,TRUE
12.71,14.65,29.22,-5.89,15,5.85,4.5,-0.38,-5.4,2,31.2,-235.52,0.16,0.12,TRUE
10.57,37.65,25.22,-5.79,10,2.73,3.99,-0.54,-5.37,2,27.63,-246.52,3.96,1.4,FALSE
13.38,37.65,25.22,-6.27,49,3.33,7.71,-1.38,-11.34,2,30.42,-260.52,1.02,1.84,TRUE
11.27,24.65,25.22,-6.17,5,0.6,1.17,0.16,-10.5,2,32.4,-247.52,-1.44,0.24,FALSE
11.94,37.65,21.22,-6.21,13,3.21,2.97,-1.4,-5.34,2,28.41,-249.52,-1.36,0.34,FALSE
6.05,79.65,51.22,-13.91,360,39.3,5.97,-10.68,12.3,20,12.72,-426.52,-9.66,14.2,TRUE
5.01,119.65,31.22,-13.46,340,28.5,6.36,-12.42,12.9,20,12.45,-301.52,-7.96,17.7,FALSE
5.81,104.65,51.22,-12.41,275,15,4.08,-6.44,6.54,20,15.36,-371.52,-8.9,14.3,FALSE
5.74,-20.35,71.22,-11.61,335,23.25,-1.05,-7.2,7.83,20,16.53,-366.52,-10.36,17.7,TRUE
12.62,42.65,25.22,-6.13,6,2.67,2.97,5.18,-8.7,2,27.48,-227.52,-1.52,1.32,TRUE
5.04,-35.35,51.22,-14.06,370,25.95,3.57,-12.08,12.63,20,13.08,-231.52,-11.82,11.2,TRUE
6.41,69.65,51.22,-12.86,230,17.7,2.58,-9.8,9.93,20,14.7,-371.52,-9.92,13.1,FALSE
11.13,26.65,29.22,-5.92,53,5.76,2.01,-1.24,-5.82,2,27.99,-276.52,-0.8,1,FALSE
6.37,94.65,31.22,-10.96,265,16.05,2.73,-6.34,-10.56,20,21.03,-441.52,-7.64,18.4,FALSE
11.85,43.65,25.22,-5.95,34,2.97,1.95,0.44,-4.35,2,41.01,-241.52,12.58,1.32,TRUE
7.06,114.65,31.22,-12.96,180,34.35,1.86,-8.52,5.22,20,14.01,-316.52,-11.5,12.9,TRUE
16.99,47.65,25.22,-6.2,5,2.88,1.05,0.9,-4.38,2,28.83,-260.52,-1.22,0.46,FALSE
5.5,99.65,51.22,-14.06,220,37.8,2.31,-11.06,11.76,20,18.3,-416.52,-5.38,12.9,TRUE
6.7,39.65,51.22,-12.21,340,15.75,3.45,-7.72,8.88,20,20.34,-376.52,-7.88,10.3,FALSE
11.9,22.65,29.22,-6.07,41,3.93,2.19,-0.98,-9.6,2,27.27,-249.52,0.44,1.86,TRUE
15.6,17.65,25.22,-5.93,13,5.25,6.21,0.1,-3.39,2,30.57,-232.52,5.42,1.76,TRUE
6.59,99.65,31.22,-12.16,120,23.4,1.32,-4.82,8.76,20,16.08,-266.52,-4.32,10.6,FALSE
10.44,18.65,29.22,-5.91,13,3.45,2.73,-0.04,-6.09,2,35.19,-268.52,-1.62,1.86,TRUE
7.09,59.65,31.22,-11.36,355,37.5,1.35,-11.66,6.12,20,13.65,-251.52,-11.4,18.9,FALSE
10.63,43.65,25.22,-6.04,52,2.52,6.24,-1.48,-15.69,2,30.99,-232.52,0.78,1.82,TRUE
7.37,-0.35,71.22,-10.61,70,20.25,4.89,-7.74,5.22,20,19.02,-331.52,-5.48,12.7,FALSE
10.79,22.65,29.22,-6.27,7,1.29,2.91,0.54,-4.11,2,31.59,-234.52,-0.84,0.96,TRUE
7.42,-25.35,51.22,-11.36,300,42.6,-3.66,-7.48,2.7,20,20.52,-386.52,-8.18,11,FALSE
5.54,39.65,31.22,-14.41,230,22.2,2.91,-10.04,3.12,20,16.29,-336.52,-10.56,11.1,TRUE
11,17.65,29.22,-5.79,28,5.49,0.36,3.36,-6.15,2,31.02,-235.52,0.68,1.16,TRUE
7,9.65,71.22,-10.46,270,15.15,-1.08,-7.8,2.52,20,25.53,-316.52,1.12,12.3,FALSE
7.66,44.65,51.22,-10.61,370,21.45,3.72,-8.24,6.96,20,16.59,-416.52,-8.42,18.2,FALSE
6.66,14.65,71.22,-14.41,260,28.5,-2.1,-10.62,11.97,20,13.41,-396.52,-10.56,11.5,TRUE
5.91,39.65,51.22,-13.31,110,18.9,-0.15,-10.22,11.61,20,13.41,-366.52,-10.44,13.3,TRUE
5.96,109.65,51.22,-11.71,120,22.8,10.47,-1.42,8.85,20,16.56,-396.52,-10.3,16.4,FALSE
10.97,17.65,29.22,-5.94,62,3.78,1.71,0.62,-6.69,2,28.41,-256.52,-0.68,1.08,FALSE
5.77,69.65,31.22,-13.01,305,21.45,2.67,-9.12,12.21,20,18.39,-456.52,-9.04,18,FALSE
10.81,43.65,19.22,-6.35,0,5.13,1.71,-0.54,-17.49,2,27.69,-268.52,-1.22,0.6,FALSE
6.74,64.65,31.22,-11.26,110,24.15,0.36,-5.38,2.82,20,15.87,-346.52,-9.22,14.6,FALSE
10.47,38.65,25.22,-5.43,6,4.44,1.32,0.06,-5.34,2,32.31,-245.52,1.78,1.14,FALSE
7.12,-10.35,51.22,-11.01,185,31.05,-3.69,-6.48,5.25,20,14.31,-226.52,-10.16,13.6,TRUE
9.84,-70.35,51.22,-10.66,170,23.25,-0.33,-5.04,3.84,20,37.32,-381.52,-5.32,10.1,FALSE
11.47,26.65,29.22,-5.82,30,1.62,4.65,-1.76,-2.43,2,29.43,-230.52,-0.42,1.82,TRUE
4.93,89.65,31.22,-14.96,330,18,7.65,-10.88,10.77,20,15.27,-261.52,-12.18,14,FALSE
5.33,69.65,31.22,-11.86,140,16.8,1.98,-6.2,11.49,20,18.36,-296.52,-11.18,19.3,TRUE
7.07,9.65,51.22,-12.76,225,42.45,0.6,-7.46,6.36,20,19.23,-371.52,-9.12,13.1,TRUE
7.52,74.65,31.22,-10.86,105,16.2,1.83,-3.18,4.35,20,19.14,-416.52,-4.38,13,FALSE
6.55,34.65,51.22,-11.16,140,24,8.82,-10.36,10.89,20,15.66,-256.52,-0.68,15,TRUE
9.98,42.65,21.22,-6.31,3,4.62,2.82,-0.66,-4.14,2,27.96,-235.52,0.42,1.92,TRUE
10.29,17.65,29.22,-6.13,3,2.37,1.74,5.88,-5.82,2,28.83,-248.52,-1.02,0.34,TRUE
6.1,-25.35,51.22,-14.51,265,19.95,0.54,-8.88,8.04,20,14.13,-456.52,-11.16,11.1,TRUE
13.29,24.65,25.22,-5.74,71,4.8,2.4,4.92,-3.57,2,28.2,-247.52,1.58,1.62,FALSE
7.72,39.65,51.22,-13.06,330,33.9,1.26,-7.44,9.6,20,13.41,-441.52,-4.84,15,FALSE
5.85,39.65,31.22,-11.36,260,42.9,0.66,-7.16,-2.4,20,16.59,-291.52,-6.74,14.1,FALSE
6.04,24.65,41.22,-12.06,185,38.7,0.96,-1.58,9.06,20,22.44,-346.52,-11.22,16,TRUE
7.83,89.65,51.22,-10.51,310,30.6,2.04,-4.84,5.97,20,20.31,-416.52,-6.82,14.1,FALSE
7.11,-40.35,51.22,-12.66,365,27.6,-0.48,-4,8.31,20,18.06,-376.52,-9.2,15.4,TRUE
11,23.65,25.22,-5.87,15,2.79,1.71,2.5,-3.03,2,27.75,-236.52,-1.02,0.36,FALSE
11.58,19.65,29.22,-6.34,22,2.52,0.12,-1.44,-1.98,2,30.48,-237.52,2.1,1.08,TRUE
6.25,79.65,31.22,-11.66,70,21.6,3.96,-9.4,6.57,20,16.05,-281.52,-10.42,13.6,FALSE
10.48,34.65,23.22,-5.81,0,3.69,2.01,-0.06,-6.45,2,30.12,-243.52,0.32,0.82,FALSE
12.44,29.65,27.22,-6.1,28,4.53,2.31,-0.9,-5.61,2,34.89,-268.52,-1.74,1.86,TRUE
10.34,32.65,21.22,-5.95,22,3.15,4.62,0.22,-11.43,2,27.69,-260.52,1.54,1.86,TRUE
13.16,11.65,25.22,-5.87,7,0.99,0.93,4.5,-3.69,2,28.38,-229.52,0.64,1.66,TRUE
6.26,44.65,51.22,-10.41,140,15.9,4.86,-6.08,8.7,20,15,-331.52,-9.72,17.2,FALSE
12.51,46.65,25.22,-6.23,34,2.43,3.15,-0.84,-3.51,2,31.35,-249.52,6.98,1.56,TRUE
12.31,16.65,29.22,-5.75,28,2.76,1.44,0.9,-21.51,2,28.11,-241.52,0.28,1.34,FALSE
11.23,33.65,25.22,-6.15,20,4.62,2.82,3.4,-10.2,2,29.16,-253.52,-1.12,0.4,FALSE
8.86,49.65,51.22,-12.96,360,18.75,2.76,-8.78,2.04,20,22.05,-456.52,-8.26,10.9,FALSE
12.56,51.65,25.22,-6.19,9,4.44,4.74,2.78,-5.31,2,27.99,-248.52,0.38,1.84,TRUE
10.22,39.65,21.22,-6.33,61,3.93,5.34,0.54,-1.92,2,30.48,-237.52,0.2,1.36,TRUE
10.21,48.65,21.22,-6.07,2,2.31,2.04,2.88,-5.37,2,29.73,-239.52,2.02,0.8,TRUE
10.34,11.65,25.22,-5.93,25,5.4,6.72,0.48,-4.92,2,29.04,-266.52,-1.38,1.2,TRUE
7.64,59.65,31.22,-11.36,85,38.4,3.87,-9.54,9.42,20,24.69,-246.52,-4.6,10.1,FALSE
6.61,89.65,51.22,-11.06,265,35.4,0.99,-6.06,5.04,20,20.43,-251.52,-8.16,12.6,FALSE
6.3,34.65,31.22,-11.66,165,33.9,5.13,-6.58,4.77,20,15.66,-296.52,-10.58,13.7,TRUE
13.13,40.65,25.22,-5.99,23,4.02,4.83,-0.32,-15.9,2,36.39,-273.52,4.1,0.02,FALSE
7.19,114.65,31.22,-10.31,190,33.15,3.48,-9.06,6.87,20,24.66,-336.52,-7.44,16.6,FALSE
10.78,35.65,25.22,-5.76,18,5.91,0.51,-1.28,-7.83,2,28.92,-244.52,-1.52,1.16,FALSE
5.96,119.65,31.22,-10.96,120,15.6,4.77,-9.32,9.81,20,14.97,-266.52,-8.66,14,FALSE
10.67,10.65,29.22,-6.11,57,5.58,2.4,0.76,-3.3,2,29.1,-269.52,-1.3,0.24,FALSE
5.52,14.65,51.22,-11.31,320,27.9,0.27,-0.56,8.73,20,17.34,-286.52,-10.42,16.7,FALSE
5.45,89.65,51.22,-10.91,365,29.55,4.83,-10.2,11.7,20,16.26,-286.52,-7.46,18.5,FALSE
10.57,30.65,25.22,-5.96,10,4.8,3.99,-0.18,-3.63,2,28.26,-266.52,1.68,1.34,FALSE
10.76,48.65,25.22,-6.18,66,4.65,2.04,0.6,-12.78,2,27.66,-257.52,-1.06,0.88,TRUE
10.82,33.65,25.22,-5.71,25,5.1,4.53,-1.28,-2.88,2,30.9,-264.52,1.22,2.12,FALSE
8.28,79.65,31.22,-10.66,280,44.25,-0.75,-8.08,4.68,20,17.31,-311.52,-8.76,14.6,FALSE
5.74,119.65,31.22,-10.76,225,18.6,5.16,-6.36,4.2,20,18.51,-266.52,-10.12,17.2,FALSE
12.55,11.65,25.22,-6.25,25,4.95,0.36,0.28,-7.59,2,33.72,-264.52,-1.74,1.08,TRUE
10.92,24.65,29.22,-6.2,8,3.15,0.81,-0.48,-5.19,2,30.51,-253.52,1.18,0.54,TRUE
12.13,23.65,29.22,-6.01,69,4.17,1.8,-0.5,-7.59,2,31.17,-241.52,-0.48,0.18,FALSE
10.15,42.65,21.22,-6.04,59,4.62,5.4,2.86,-2.61,2,31.26,-230.52,7.1,1.06,TRUE
12.07,39.65,25.22,-6.31,24,4.74,3.15,-0.6,-5.79,2,36.06,-232.52,7.14,0.28,TRUE
11.22,34.65,25.22,-6.18,13,0.54,6.21,-1.38,-7.53,2,29.13,-265.52,-1.6,0.86,FALSE
6.61,-25.35,51.22,-11.46,140,38.4,-4.23,-7.8,-1.26,20,17.79,-421.52,-9.1,14.5,FALSE
11.47,30.65,21.22,-5.69,25,4.62,12.27,0.5,-7.89,2,38.34,-233.52,-1.32,1.34,FALSE
6.32,-5.35,51.22,-11.06,315,40.2,-2.16,-10.54,10.17,20,13.29,-316.52,-10.72,18.7,TRUE
6.71,-30.35,51.22,-12.46,200,15.9,-1.08,-9.8,10.29,20,15.24,-296.52,-10.34,14.7,TRUE
5.9,39.65,31.22,-13.11,90,24.45,5.52,-10.38,8.13,20,13.98,-351.52,-7.88,11.9,TRUE
10.35,41.65,25.22,-6.13,72,4.08,7.35,3.52,-2.1,2,31.62,-243.52,1.64,1.8,TRUE
12.09,24.65,25.22,-5.78,4,4.56,2.13,1.1,-5.73,2,28.41,-243.52,1.36,0.26,FALSE
6.87,-80.35,71.22,-10.51,205,20.1,-1.11,-9.06,8.55,20,32.64,-276.52,-5.6,12.7,FALSE
10.37,18.65,25.22,-5.97,19,1.89,0.66,-1.08,-4.14,2,35.46,-266.52,-1.52,1.92,FALSE
10.58,38.65,21.22,-5.96,12,4.65,4.05,-1.6,-10.02,2,34.62,-268.52,-1.04,1.96,FALSE
12.68,38.65,25.22,-6.39,20,2.7,2.04,1.78,-9.21,2,29.88,-248.52,-1.94,0.58,TRUE
10.17,12.65,29.22,-6.26,30,5.07,6.39,2.26,-4.68,2,32.67,-245.52,-1.7,1,TRUE
10.23,47.65,21.22,-5.99,26,3.75,7.23,-0.1,-5.28,0,27.99,-242.52,-1.76,1.5,TRUE
10.64,22.65,25.22,-5.8,26,4.83,1.17,-1.3,-4.41,2,31.56,-238.52,-1.2,0.56,FALSE
11.96,21.65,25.22,-5.77,8,4.53,1.38,-1.36,-7.83,2,28.89,-254.52,0.4,1.76,TRUE
10.61,28.65,25.22,-5.95,1,5.04,1.05,5.4,-6.45,2,34.32,-269.52,3.5,0.52,FALSE
7.02,99.65,31.22,-10.91,265,29.7,4.74,-5.36,3,20,20.7,-336.52,-6.86,10.9,FALSE
12.3,15.65,29.22,-5.86,36,6,5.34,0.06,-8.97,2,29.19,-246.52,-0.92,0.94,TRUE
11.4,26.65,29.22,-5.92,43,1.38,1.92,-1.18,-6.57,2,28.62,-237.52,-1.66,1.18,FALSE
8.08,-50.35,51.22,-11.66,300,22.5,-1.92,-10.06,10.38,20,16.05,-291.52,-8.86,15.5,TRUE
10.63,36.65,21.22,-5.86,9,3.09,5.88,0.56,-5.16,2,36.78,-229.52,5.14,0.84,FALSE
10.42,46.65,21.22,-6.05,39,3.57,4.71,0.26,-3.81,2,32.43,-260.52,4.78,1.38,TRUE
10.88,27.65,29.22,-6.09,1,5.64,2.34,-1.28,-5.07,2,39.54,-254.52,-0.62,0.22,TRUE
9.08,44.65,51.22,-10.21,280,19.95,1.56,-9.12,4.62,20,22.26,-296.52,-8.44,14.8,FALSE
5.53,89.65,31.22,-13.26,310,35.7,5.22,-9.38,8.13,20,13.47,-436.52,-9.84,14.1,FALSE
7.52,114.65,51.22,-13.91,365,17.7,3.93,-11.76,12.75,20,11.85,-371.52,-12.02,15.3,FALSE
11.13,15.65,29.22,-5.79,22,4.83,-0.42,-1,-3.9,2,29.82,-242.52,-1.52,0.86,TRUE
11.26,24.65,29.22,-6.07,35,1.65,6.99,-1.22,-5.01,2,29.37,-232.52,0.86,0.04,FALSE
10.35,13.65,25.22,-6.18,75,2.31,1.71,-0.3,-2.67,2,27.66,-244.52,0.54,1.34,TRUE
11.2,40.65,25.22,-6.27,39,3.96,2.82,-1,-9.9,2,27.48,-268.52,-1.24,1.48,TRUE
7.94,54.65,31.22,-13.96,270,25.2,9.3,-11.6,2.22,20,12.36,-461.52,-9.94,17.4,FALSE
5.42,-35.35,51.22,-14.66,375,16.8,1.38,-11.18,6.63,20,12.75,-406.52,-11.32,10.8,FALSE
7.02,104.65,51.22,-12.41,130,15.9,8.61,-9.58,9.18,20,15.42,-396.52,-9.26,12.6,FALSE
12.72,31.65,21.22,-6.28,11,2.04,1.38,0.6,-4.5,2,28.2,-254.52,1.88,0.3,FALSE
7.31,29.65,31.22,-10.86,110,24.9,0.45,-7.46,4.14,20,18.96,-221.52,-8.86,10.1,FALSE
5.56,29.65,51.22,-13.86,325,16.35,9.78,-11.12,9.81,20,16.35,-346.52,-11.92,14,FALSE
6.16,79.65,31.22,-12.26,325,36.3,13.23,-11.48,10.44,10,12.3,-416.52,-10.58,17.8,TRUE
